reference_num,name,lat,lon,diameter,confidence,elevation,rho,dn_inside,dn_outside,dn_difference,continous_ejecta_rad,flow_length,dark_halo_diameter,ejecta_completeness,rim_completeness,planform,morphologic_class,central_structure_diameter,wall_terracing,wall_width,multiple_crater,floor_reflectivity,parabolic_feature,impactor_direction,multi_asteroid_grp_num,terrain,interior_flat_floor,exterior_embayment,tectionically_deformed,degradation_state,comments,wall_terracing_detail,multicrater_detail,planform_detail,morph_class_detail,floor_reflectivity_detail,parabolic_detail,terrain_detail,interior_floor_detail,exterior_embayment_detail,techtonically_deformed_detail,degradation_state_detail
6,Baker,62.536,40.352,105.0,1,6053.8,1.59,97,99,-2,43.0,0.0,0,0.3,0.8,c,6,59.6,t,6.2,s,i,n,null,0,t,y,m,y,2,null,terraced,single crater,circular,multi-ring,intermediate,no,tessera and mountain belts,yes,maybe,yes,no ejecta
60,crater_at_1.7S_64.6E,-1.659,64.64,48.7,3,6052.13,0.0,0,0,0,0.0,0.0,0,0.0,0.0,c,0,0.0,null,0.0,s,d,n,null,0,t,null,y,y,3,null,null,single crater,circular,flat floor,dark,no,tessera and mountain belts,null,yes,yes,highly degraded
600,Nadia,-27.894,0.639,11.0,2,6052.71,1.27,0,0,0,9.5,0.0,0,0.2,1.0,i,0,0.0,u,0.0,s,i,n,null,0,t,n,y,y,3,null,unterraced,single crater,irregular,flat floor,intermediate,no,tessera and mountain belts,no,yes,yes,highly degraded
601,Ilga,-12.403,307.35,10.9,1,6052.26,3.18,0,0,0,8.1,34.9,60,1.0,1.0,c,2,0.0,u,0.0,s,b,n,null,0,pf,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,null,no,no,no,pristine with ejecta
602,Stina,37.542,22.846,10.9,1,6051.7,2.55,0,0,0,9.3,20.7,0,0.6,1.0,c,2,0.0,t,0.0,s,b,n,nw,0,pf,n,n,n,1,null,terraced,single crater,circular,knobby base,bright,no,null,no,no,no,pristine with ejecta
603,Virga,-26.98,7.747,10.9,2,6053.09,0.95,0,0,0,5.3,0.0,0,0.2,1.0,e,0,0.0,u,0.0,s,i,n,null,0,t,n,y,m,3,null,unterraced,single crater,null,flat floor,intermediate,no,tessera and mountain belts,no,yes,maybe,highly degraded
604,Karen,-12.418,17.712,10.8,1,6051.22,2.23,0,0,0,23.0,0.0,75,1.0,1.0,c,2,0.0,t,0.0,s,b,n,e,0,pf,n,n,n,1,null,terraced,single crater,circular,knobby base,bright,no,null,no,no,no,pristine with ejecta
605,Giselle,-11.798,298.024,10.8,1,6052.59,3.5,0,0,0,10.8,25.9,0,0.8,1.0,i,2,0.0,u,0.0,s,b,n,n,0,pf,n,n,y,1,null,unterraced,single crater,irregular,knobby base,bright,no,null,no,no,yes,pristine with ejecta
606,Kodu,0.908,338.691,10.8,1,6050.69,1.27,0,0,0,13.2,25.0,75,1.0,0.9,i,2,0.0,u,0.0,s,b,n,null,0,pf,n,n,n,1,null,unterraced,single crater,irregular,knobby base,bright,no,null,no,no,no,pristine with ejecta
607,Stefania,51.283,333.286,10.8,1,6051.45,1.91,0,0,0,15.3,0.0,50,0.6,0.9,c,2,0.0,u,1.5,s,b,n,e,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
608,Unay,53.491,172.681,10.8,1,6050.83,1.59,0,0,0,11.5,0.0,40,0.9,1.0,i,2,0.0,u,0.0,s,b,n,w,0,pf,n,n,n,1,null,unterraced,single crater,irregular,knobby base,bright,no,null,no,no,no,pristine with ejecta
609,Khelifa,-1.524,129.86,10.8,1,6054.76,1.59,0,0,0,6.2,0.0,0,0.5,0.9,i,2,0.0,u,0.0,s,i,n,null,0,t,n,m,y,3,null,unterraced,single crater,irregular,knobby base,intermediate,no,tessera and mountain belts,no,maybe,yes,highly degraded
61,Cunitz,14.49,350.926,48.5,1,6051.26,2.23,93,119,-26,50.0,80.0,110,1.0,1.0,c,5,12.8,t,3.6,s,d,n,wnw,0,p,y,n,n,1,null,terraced,single crater,circular,peak rings,dark,no,plains,yes,no,no,pristine with ejecta
610,Qulzhan,23.526,165.419,10.8,2,6051.33,1.59,0,0,0,17.3,41.7,140,0.5,1.0,i,2,0.0,u,0.0,m,i,n,null,0,p,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
611,Sandi,-68.143,315.311,10.7,1,6051.1,1.59,0,0,0,14.2,0.0,0,0.8,0.9,i,2,0.0,u,0.0,s,i,n,se,0,p,n,n,y,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,plains,no,no,yes,pristine with ejecta
612,Dado,-13.993,87.657,10.7,1,6053.06,1.27,0,0,0,16.4,0.0,0,0.7,0.7,c,2,0.0,u,0.0,s,i,n,s,0,pf,n,n,n,1,null,unterraced,single crater,circular,knobby base,intermediate,no,null,no,no,no,pristine with ejecta
613,Zulma,-7.681,101.977,10.7,2,6055.15,1.91,0,0,0,0.0,0.0,0,0.0,1.0,i,0,0.0,u,0.0,s,i,n,null,0,t,null,y,y,3,null,unterraced,single crater,irregular,flat floor,intermediate,no,tessera and mountain belts,null,yes,yes,highly degraded
614,Odikha,-41.639,238.109,10.6,1,6051.39,2.55,0,0,0,11.1,0.0,0,0.9,1.0,c,2,0.0,u,0.0,s,b,n,s,0,pf,n,n,y,1,null,unterraced,single crater,circular,knobby base,bright,no,null,no,no,yes,pristine with ejecta
615,Nyele,-22.716,318.405,10.6,1,6051.65,1.91,0,0,0,18.0,0.0,70,0.9,1.0,c,2,0.0,u,0.0,s,b,n,sse,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
616,Faiga,4.913,170.924,10.6,1,6051.48,3.5,0,0,0,14.9,0.0,70,0.7,0.8,i,2,0.0,u,0.0,s,b,n,ne,0,pf,n,n,m,1,null,unterraced,single crater,irregular,knobby base,bright,no,null,no,no,maybe,pristine with ejecta
617,Phyllis,12.274,132.38,10.6,1,6051.74,2.55,0,0,0,6.7,0.0,130,1.0,1.0,c,2,0.0,t,3.2,s,i,n,null,4,pf,n,n,n,1,null,terraced,single crater,circular,knobby base,intermediate,no,null,no,no,no,pristine with ejecta
618,crater_at_15.8S_267.0E,-15.799,266.992,10.6,3,6051.8,0.0,0,0,0,8.0,35.5,0,1.0,0.8,i,2,0.0,u,0.0,s,i,n,null,0,p,n,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
619,Opika,-57.115,151.894,10.5,1,6050.83,3.18,0,0,0,18.1,33.7,0,0.5,1.0,c,2,0.0,u,0.0,s,i,n,ene,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
62,Willard,-24.652,296.071,48.4,1,6051.95,2.23,110,94,16,36.1,118.8,0,0.9,1.0,c,4,19.6,t,5.0,s,i,n,w,8,pf,y,n,y,1,null,terraced,single crater,circular,several peaks,intermediate,no,null,yes,no,yes,pristine with ejecta
620,Yasuko,-26.058,169.0,10.5,1,6053.12,2.86,0,0,0,14.9,0.0,0,0.7,1.0,c,3,3.0,t,0.0,s,b,n,ene,9,p,n,n,n,1,null,terraced,single crater,circular,central peak,bright,no,plains,no,no,no,pristine with ejecta
621,Vlasta,28.415,250.091,10.5,1,6052.07,1.91,0,0,0,0.0,0.0,0,0.0,1.0,c,2,0.0,u,0.0,s,b,n,null,0,t,y,m,y,3,null,unterraced,single crater,circular,knobby base,bright,no,tessera and mountain belts,yes,maybe,yes,highly degraded
622,Ugne,34.963,205.829,10.5,1,6051.25,1.59,0,0,0,21.0,0.0,90,0.7,1.0,c,2,0.0,u,0.0,s,b,n,ssw,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
623,Magda,67.031,329.663,10.5,1,6055.22,3.82,0,0,0,22.0,0.0,0,0.8,1.0,e,2,0.0,u,0.0,s,i,n,nw,0,lp,n,n,n,1,null,unterraced,single crater,null,knobby base,intermediate,no,Lakshmi planum,no,no,no,pristine with ejecta
624,Yvette,7.456,249.597,10.4,1,6050.97,1.59,0,0,0,8.1,0.0,50,1.0,1.0,c,2,0.0,u,0.0,s,i,n,null,0,p,y,n,n,1,null,unterraced,single crater,circular,knobby base,intermediate,no,plains,yes,no,no,pristine with ejecta
625,Ulla,-51.5,184.541,10.3,1,6050.94,2.86,0,0,0,19.2,0.0,70,0.7,1.0,i,2,0.0,u,0.0,s,i,n,wnw,0,p,n,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
626,Viola,-36.107,240.515,10.3,1,6051.44,3.18,0,0,0,15.9,0.0,40,1.0,1.0,c,2,0.0,u,0.0,s,b,n,null,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
627,Jutta,-0.01,142.668,10.3,1,6052.4,2.23,0,0,0,13.7,0.0,0,0.6,1.0,i,2,0.0,u,0.0,m,b,n,sw,17,p,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
628,Neeltje,12.403,124.464,10.3,1,6051.27,4.14,0,0,0,17.7,0.0,0,0.0,1.0,null,2,0.0,u,0.0,s,b,n,null,0,pf,n,n,n,1,not all orbits,unterraced,single crater,null,knobby base,bright,no,null,no,no,no,pristine with ejecta
629,Outi,61.641,267.686,10.3,1,6051.56,2.23,0,0,0,8.8,0.0,0,1.0,1.0,c,2,0.0,u,0.0,s,b,n,null,0,c,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,coronae,no,no,no,pristine with ejecta
63,Millay,24.443,111.226,48.3,1,6051.33,2.86,137,79,58,47.1,0.0,0,0.8,1.0,c,2,0.0,t,7.8,s,d,n,w,0,p,y,n,n,1,not all orbits,terraced,single crater,circular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
630,Fava,-0.772,87.384,10.3,2,6055.28,2.23,0,0,0,0.0,0.0,0,0.0,1.0,i,2,0.0,u,0.0,s,d,n,null,0,t,n,y,y,3,null,unterraced,single crater,irregular,knobby base,dark,no,tessera and mountain belts,no,yes,yes,highly degraded
631,Zosia,-18.915,109.232,10.2,1,6053.03,1.27,0,0,0,18.3,0.0,0,1.0,1.0,c,2,0.0,t,0.0,s,b,n,null,0,p,n,n,n,1,null,terraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
632,Linda,-12.427,2.785,10.2,1,6051.6,2.23,0,0,0,11.9,0.0,0,0.5,0.9,i,2,0.0,u,0.0,m,i,n,s,0,pf,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,null,no,no,no,pristine with ejecta
633,Erika,72.0,175.4,10.2,1,6051.57,3.18,0,0,0,18.9,0.0,0,1.0,1.0,c,2,0.0,u,0.0,s,i,n,null,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
634,crater_at_80.0N_229.7E,80.02,229.711,10.2,1,6050.96,3.82,0,0,0,18.3,0.0,0,0.9,1.0,i,2,0.0,u,0.0,m,d,n,null,0,pf,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,dark,no,null,no,no,no,pristine with ejecta
635,Uluk,-62.2,178.6,10.1,1,6051.27,2.55,0,0,0,14.1,25.0,0,1.0,1.0,c,2,0.0,u,0.0,s,i,n,null,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
636,Pychik,-62.384,33.777,10.1,2,6051.91,1.91,0,0,0,18.0,0.0,110,0.9,1.0,i,2,0.0,u,0.0,s,i,n,null,0,pf,y,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,null,yes,no,no,pristine with ejecta
637,Bridgit,-45.268,348.877,10.1,2,6051.13,1.91,0,0,0,5.1,0.0,0,0.2,1.0,p,2,0.0,u,0.0,s,i,n,null,0,r,n,n,n,2,null,unterraced,single crater,polygonal,knobby base,intermediate,no,ridge belt,no,no,no,no ejecta
638,Jane,-60.455,304.784,10.0,1,6051.52,2.86,0,0,0,14.4,0.0,0,1.0,1.0,c,2,0.0,u,0.0,s,i,n,sw,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
639,Kuro,7.846,57.609,10.0,1,6051.59,2.23,0,0,0,6.6,0.0,30,0.7,1.0,i,2,0.0,u,0.0,m,i,n,null,0,pf,n,n,n,2,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,null,no,no,no,no ejecta
64,Morisot,-61.166,211.401,48.1,1,6051.1,3.18,132,86,46,34.0,0.0,0,0.0,1.0,c,3,15.3,t,0.0,s,d,n,null,19,p,y,n,n,1,not all orbits,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
640,Janice,87.3,259.0,10.0,1,0.0,3.82,0,0,0,0.0,0.0,0,0.0,0.0,null,0,0.0,null,0.0,s,null,null,null,0,null,null,null,null,0,digital image (PIDR) not available,null,single crater,null,null,null,null,null,null,null,null,null
641,Yazruk,21.197,160.218,10.0,2,6051.12,1.27,0,0,0,17.8,0.0,170,1.0,1.0,i,2,0.0,u,0.0,s,i,n,null,0,p,n,n,n,1,not all orbits,unterraced,single crater,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
642,crater_at_46.3S_126.0E,-46.295,125.958,4.6,1,6051.79,2.23,0,0,0,13.4,0.0,30,0.7,1.0,i,2,0.0,u,0.0,f,i,n,ne,0,pf,n,n,n,1,null,unterraced,crater field,irregular,knobby base,intermediate,no,null,no,no,no,pristine with ejecta
643,crater_at_5.8N_84.3E,5.791,84.269,5.3,1,6052.16,2.55,0,0,0,16.2,0.0,60,0.4,0.8,i,2,0.0,u,0.0,f,i,n,nw,0,p,n,n,n,1,null,unterraced,crater field,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
644,Tsetsa,31.321,317.736,9.9,1,6050.8,1.27,0,0,0,15.3,0.0,60,0.9,1.0,i,2,0.0,u,0.0,s,b,n,ese,0,p,n,n,n,1,null,unterraced,single crater,irregular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
645,Inga,38.132,226.638,9.9,1,6052.29,0.95,0,0,0,11.6,0.0,40,0.7,1.0,c,2,0.0,u,0.0,s,i,n,w,0,pf,n,n,n,1,null,unterraced,single crater,circular,knobby base,intermediate,no,null,no,no,no,pristine with ejecta
646,Hilkka,-68.982,71.978,9.8,1,6051.9,3.18,0,0,0,12.2,0.0,0,0.8,1.0,c,2,0.0,u,0.0,s,i,n,n,0,pf,n,n,n,1,null,unterraced,single crater,circular,knobby base,intermediate,no,null,no,no,no,pristine with ejecta
647,Kavtora,59.041,23.33,9.8,1,6053.8,1.59,0,0,0,13.5,0.0,0,0.7,1.0,i,2,0.0,u,0.0,s,i,n,se,0,t,n,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,tessera and mountain belts,no,no,no,pristine with ejecta
648,Saida,28.182,301.995,9.8,2,6052.16,1.59,0,0,0,10.4,0.0,0,0.8,1.0,i,2,0.0,u,0.0,s,i,n,null,0,p,n,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
649,Seseg,-36.329,312.636,9.7,1,6051.8,1.27,0,0,0,13.6,0.0,0,1.0,1.0,i,2,0.0,u,0.0,s,i,n,null,0,p,n,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
65,Voynich,35.364,56.149,47.9,1,6051.47,2.55,92,74,18,49.5,117.7,190,0.8,1.0,c,3,16.9,t,8.3,s,d,n,ne,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
650,Elma,-10.134,91.149,9.7,1,6054.62,1.91,0,0,0,12.8,0.0,0,0.9,0.9,c,2,0.0,u,0.0,s,i,n,null,0,t,n,n,y,1,null,unterraced,single crater,circular,knobby base,intermediate,no,tessera and mountain belts,no,no,yes,pristine with ejecta
651,Rebecca,-12.102,5.367,9.6,1,6051.55,2.23,0,0,0,18.6,0.0,0,1.0,1.0,c,3,2.0,t,3.4,s,i,n,ne,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
652,Oshalche,29.718,155.5,9.6,1,6050.91,0.64,0,0,0,20.3,0.0,0,0.6,1.0,i,2,0.0,u,0.0,m,i,n,e,0,p,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
653,Frosya,29.491,113.377,9.6,2,6050.87,3.5,0,0,0,9.8,18.9,50,1.0,0.8,i,2,0.0,u,0.0,s,b,n,null,0,p,n,n,n,1,not all orbits,unterraced,single crater,irregular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
654,Yonok,-65.048,234.057,9.5,1,6051.34,3.18,0,0,0,21.5,0.0,0,1.0,1.0,c,2,0.0,u,0.0,s,i,n,nne,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
655,Jodi,-35.619,68.726,9.5,1,6051.18,2.55,0,0,0,13.4,0.0,0,1.0,1.0,c,2,0.0,u,0.0,s,b,n,null,0,p,n,n,n,1,not all orbits,unterraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
656,Loan,28.266,60.01,9.5,1,6051.25,1.27,0,0,0,17.1,0.0,0,1.0,1.0,i,2,0.0,u,0.0,m,b,n,s,0,p,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
657,Kalombo,-30.47,34.055,9.4,1,6051.97,1.59,0,0,0,13.2,0.0,60,1.0,1.0,c,2,0.0,u,0.0,s,i,n,null,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
658,Katya,57.801,285.746,9.4,1,6051.1,2.23,0,0,0,12.5,0.0,30,0.9,1.0,c,2,0.0,u,0.0,s,i,n,ene,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
659,crater_at_2.9N_5.1E,2.926,5.054,9.4,3,6050.99,0.0,0,0,0,13.1,28.3,50,1.0,0.5,i,2,0.0,u,0.0,s,b,n,null,0,p,n,n,n,1,white splotch, crater shallow if it exists,unterraced,single crater,irregular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
66,Barto,45.34,146.268,47.9,1,6051.3,3.82,110,89,21,48.4,146.4,0,0.9,1.0,c,4,16.2,t,6.1,s,d,n,s,0,p,y,n,n,1,null,terraced,single crater,circular,several peaks,dark,no,plains,yes,no,no,pristine with ejecta
660,Qarlygha,-33.026,162.973,9.3,1,6051.66,2.23,0,0,0,19.2,0.0,30,1.0,1.0,c,2,0.0,t,0.0,s,i,n,w,11,p,n,n,n,1,2 splotches to sw may also be associated with this crater,terraced,single crater,circular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
661,Inkeri,-28.331,223.998,9.3,1,6051.8,1.27,0,0,0,32.6,16.3,110,1.0,1.0,i,2,0.0,u,0.0,s,b,n,sw,0,p,n,n,n,1,null,unterraced,single crater,irregular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
662,Teura,-12.303,90.179,9.3,1,6054.42,1.27,0,0,0,10.9,0.0,0,0.6,0.8,c,2,0.0,u,0.0,s,i,n,se,0,v,n,n,n,1,centered on lava channel,unterraced,single crater,circular,knobby base,intermediate,no,volcano,no,no,no,pristine with ejecta
663,Safarmo,-10.765,161.433,9.3,1,6052.3,1.91,0,0,0,9.6,0.0,0,0.6,1.0,i,2,0.0,u,0.0,m,b,n,null,0,p,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
664,Erkeley,43.966,103.349,9.3,1,6051.69,1.27,0,0,0,20.3,0.0,0,0.0,0.0,null,2,0.0,u,0.0,s,i,n,w,0,p,n,n,n,1,not all orbits,unterraced,single crater,null,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
665,Janina,-2.024,135.672,9.3,2,6053.27,1.91,0,0,0,13.0,22.9,60,0.2,0.6,i,2,0.0,u,0.0,s,d,n,null,0,pf,n,y,n,2,null,unterraced,single crater,irregular,knobby base,dark,no,null,no,yes,no,no ejecta
666,Wynne,54.979,53.597,9.3,2,6052.69,0.95,0,0,0,0.0,0.0,0,0.0,1.0,i,0,0.0,u,0.0,s,i,n,null,0,t,n,n,y,3,null,unterraced,single crater,irregular,flat floor,intermediate,no,tessera and mountain belts,no,no,yes,highly degraded
667,Enid,16.424,352.142,9.2,1,6051.86,2.55,0,0,0,12.0,22.1,37,1.0,0.8,i,2,0.0,u,0.0,m,b,n,e,0,pf,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,bright,no,null,no,no,no,pristine with ejecta
668,Roxanna,26.463,334.617,9.2,1,6050.93,2.55,0,0,0,14.3,0.0,0,1.0,1.0,e,2,0.0,u,0.0,s,b,n,null,0,p,n,n,n,1,null,unterraced,single crater,null,knobby base,bright,no,plains,no,no,no,pristine with ejecta
669,Jennifer,-4.64,99.772,9.2,2,6055.21,2.86,0,0,0,4.2,0.0,0,0.3,1.0,i,0,0.0,u,0.0,s,i,n,null,0,t,n,m,y,3,null,unterraced,single crater,irregular,flat floor,intermediate,no,tessera and mountain belts,no,maybe,yes,highly degraded
67,Cotton,70.736,300.154,47.8,1,6052.96,3.82,128,92,36,44.4,0.0,0,1.0,1.0,c,4,18.2,t,8.8,s,b,n,null,0,pf,y,n,n,1,null,terraced,single crater,circular,several peaks,bright,no,null,yes,no,no,pristine with ejecta
670,Faina,71.122,100.746,9.2,3,6052.69,0.0,0,0,0,0.0,0.0,0,0.0,0.8,i,0,0.0,u,0.0,s,i,n,null,0,c,null,y,y,3,null,unterraced,single crater,irregular,flat floor,intermediate,no,coronae,null,yes,yes,highly degraded
671,Kristina,-65.142,315.919,9.1,1,6051.47,1.27,0,0,0,12.1,0.0,0,1.0,1.0,i,2,0.0,u,0.0,s,i,n,null,0,pf,n,n,y,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,null,no,no,yes,pristine with ejecta
672,Helga,-10.423,116.702,9.1,1,6054.28,0.95,0,0,0,10.6,0.0,0,1.0,1.0,c,2,0.0,u,0.0,s,b,n,null,0,t,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,tessera and mountain belts,no,no,no,pristine with ejecta
673,Tahia,44.235,73.707,9.1,1,6050.7,2.55,0,0,0,12.1,0.0,0,1.0,1.0,i,2,0.0,u,0.0,m,i,n,null,0,p,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
674,Sandugach,59.9,143.5,9.1,1,6051.35,2.86,0,0,0,8.6,0.0,0,1.0,1.0,c,2,0.0,u,0.0,s,i,n,null,0,t,n,n,y,2,null,unterraced,single crater,circular,knobby base,intermediate,no,tessera and mountain belts,no,no,yes,no ejecta
675,Batya,72.744,235.471,9.1,1,6051.75,2.23,0,0,0,5.2,0.0,0,0.0,0.0,c,2,0.0,u,0.0,s,d,n,null,0,p,y,n,n,1,not all orbits,unterraced,single crater,circular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
676,Ines,-67.089,241.903,9.0,1,6050.6,3.5,0,0,0,21.7,0.0,90,0.0,0.0,null,2,0.0,u,0.0,s,i,n,w,0,p,n,n,n,1,not all orbits,unterraced,single crater,null,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
677,Nilanti,-38.241,331.447,9.0,1,6052.15,1.59,0,0,0,10.2,0.0,0,0.6,0.9,c,2,0.0,u,0.0,s,d,n,null,0,p,n,y,m,2,null,unterraced,single crater,circular,knobby base,dark,no,plains,no,yes,maybe,no ejecta
678,Kaisa,13.5,293.3,9.0,1,6051.51,2.86,0,0,0,19.5,0.0,0,1.0,1.0,c,3,2.7,u,2.7,s,d,n,null,0,p,y,n,n,1,null,unterraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
679,Reiko,22.623,192.138,9.0,1,6052.38,1.27,0,0,0,10.1,0.0,30,0.9,1.0,c,2,0.0,t,0.0,s,b,n,w,0,p,n,n,n,1,null,terraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
68,Danilova,-26.381,337.236,47.6,1,6051.99,2.86,85,74,11,42.0,77.0,150,0.8,1.0,c,4,12.7,t,6.0,s,d,n,se,0,p,y,n,n,1,null,terraced,single crater,circular,several peaks,dark,no,plains,yes,no,no,pristine with ejecta
680,Yeska,27.411,230.062,9.0,2,6051.78,0.95,0,0,0,11.7,0.0,0,0.6,1.0,i,2,0.0,u,0.0,s,i,n,null,0,p,n,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
681,Eila,-75.022,94.596,8.9,1,6051.68,2.55,0,0,0,13.5,0.0,0,0.9,1.0,c,2,0.0,u,0.0,s,i,n,se,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
682,Yelya,-47.479,211.698,8.9,1,6052.61,0.64,0,0,0,14.9,0.0,0,0.9,1.0,i,2,0.0,u,0.0,s,i,n,ene,0,v,n,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,volcano,no,no,no,pristine with ejecta
683,Tekarohi,21.232,76.486,8.9,1,6051.69,2.86,0,0,0,7.8,0.0,0,1.0,1.0,c,2,0.0,u,0.0,s,b,n,null,0,pf,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,null,no,no,no,pristine with ejecta
684,Ezraela,57.04,186.771,8.9,1,6050.72,2.55,0,0,0,15.9,0.0,40,1.0,1.0,c,2,0.0,u,0.0,s,b,n,ese,0,p,n,n,y,1,null,unterraced,single crater,circular,knobby base,bright,no,plains,no,no,yes,pristine with ejecta
685,Temou,-10.022,83.374,8.9,3,6055.18,0.0,0,0,0,8.5,0.0,0,0.2,1.0,i,2,0.0,u,0.0,m,i,n,null,0,t,n,y,n,3,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,tessera and mountain belts,no,yes,no,highly degraded
686,Aminata,6.6,25.175,8.8,1,6051.52,2.86,0,0,0,9.2,0.0,65,1.0,1.0,c,2,0.0,u,0.0,s,b,n,null,0,pf,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,null,no,no,no,pristine with ejecta
687,Halima,28.489,14.614,8.8,1,6051.1,2.86,0,0,0,19.3,0.0,0,0.7,1.0,i,2,0.0,u,0.0,s,i,n,nnw,0,pf,n,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,null,no,no,no,pristine with ejecta
688,Vassi,34.366,346.504,8.8,1,6050.77,1.91,0,0,0,8.1,20.3,130,1.0,1.0,c,2,0.0,u,4.0,s,b,n,null,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
689,crater_at_39.3S_110.0E,-39.336,110.0,8.8,2,6051.7,0.64,0,0,0,10.8,0.0,30,0.3,1.0,i,2,0.0,u,0.0,m,i,n,w,0,p,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
69,Marsh,-63.574,46.641,47.4,1,6052.05,2.55,85,94,-9,47.5,88.2,110,1.0,1.0,c,4,14.9,t,7.6,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,several peaks,dark,no,plains,yes,no,no,pristine with ejecta
