reference_num,name,lat,lon,diameter,confidence,elevation,rho,dn_inside,dn_outside,dn_difference,continous_ejecta_rad,flow_length,dark_halo_diameter,ejecta_completeness,rim_completeness,planform,morphologic_class,central_structure_diameter,wall_terracing,wall_width,multiple_crater,floor_reflectivity,parabolic_feature,impactor_direction,multi_asteroid_grp_num,terrain,interior_flat_floor,exterior_embayment,tectionically_deformed,degradation_state,comments,wall_terracing_detail,multicrater_detail,planform_detail,morph_class_detail,floor_reflectivity_detail,parabolic_detail,terrain_detail,interior_floor_detail,exterior_embayment_detail,techtonically_deformed_detail,degradation_state_detail
295,Buck,-5.742,349.587,21.9,1,6051.09,1.91,106,101,5,12.5,21.1,75,0.9,1.0,c,3,5.0,t,5.5,s,d,n,sw,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
296,Merian,34.483,76.28,21.9,1,6052.88,1.59,120,108,12,28.1,0.0,0,0.3,1.0,c,0,0.0,t,1.9,s,i,n,null,0,t,null,y,y,3,null,terraced,single crater,circular,flat floor,intermediate,no,tessera and mountain belts,null,yes,yes,highly degraded
297,Caiwenji,-12.361,287.611,21.8,1,6051.7,2.23,128,123,5,13.7,0.0,80,1.0,1.0,c,3,6.1,t,4.3,s,i,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
298,de Lalande,20.462,354.989,21.6,2,6052.75,2.23,130,104,26,20.4,30.9,100,0.6,1.0,c,2,0.0,t,5.6,s,i,n,null,0,pf,y,n,n,1,centered on a hill,terraced,single crater,circular,knobby base,intermediate,no,null,yes,no,no,pristine with ejecta
299,Frida,68.175,55.592,21.5,1,6053.78,0.95,123,115,8,0.0,0.0,0,0.0,1.0,c,3,6.3,u,0.0,s,i,n,null,0,t,y,n,y,3,null,unterraced,single crater,circular,central peak,intermediate,no,tessera and mountain belts,yes,no,yes,highly degraded
3,Meitner,-55.628,321.697,150.7,1,6051.38,0.95,107,92,15,64.9,0.0,350,1.0,1.0,c,6,114.2,t,6.1,s,i,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,multi-ring,intermediate,no,plains,yes,no,no,pristine with ejecta
30,Nevelson,-35.2,307.8,68.5,1,6052.1,1.59,113,93,20,70.4,165.7,0,1.0,1.0,c,5,41.8,t,4.0,s,i,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,peak rings,intermediate,no,plains,yes,no,no,pristine with ejecta
300,Nemcova,5.895,125.153,21.4,1,6052.47,1.91,118,124,-6,19.6,0.0,90,0.6,1.0,c,3,5.3,t,3.7,s,d,n,ne,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
301,Gretchen,-59.672,213.19,21.2,1,6051.11,3.18,93,90,3,13.4,0.0,0,1.0,1.0,c,3,7.9,t,2.9,s,d,n,null,0,p,y,n,y,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,yes,pristine with ejecta
302,Durant,-62.304,227.681,21.1,1,6051.52,3.82,99,93,6,24.1,55.1,0,0.9,1.0,i,2,0.0,t,0.0,s,d,n,nw,0,p,y,n,n,1,null,terraced,single crater,irregular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
303,Halle,-19.778,145.546,21.1,1,6052.99,1.59,134,111,23,17.8,86.8,160,1.0,1.0,c,2,0.0,t,7.3,s,b,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,knobby base,bright,no,plains,yes,no,no,pristine with ejecta
304,Sidney,13.382,199.616,21.1,1,6053.22,1.59,133,137,-4,12.2,0.0,60,1.0,1.0,c,3,6.8,t,3.2,s,i,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
305,Nalkowska,28.147,289.952,21.1,1,6053.18,3.82,108,101,7,17.6,0.0,50,1.0,1.0,c,3,6.4,t,4.1,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
306,Winema,3.048,168.604,21.1,2,6051.58,3.18,126,99,27,21.1,66.8,0,1.0,1.0,c,2,0.0,t,4.5,s,i,n,null,0,c,y,n,n,1,flows around ridge to east,terraced,single crater,circular,knobby base,intermediate,no,coronae,yes,no,no,pristine with ejecta
307,Blixen,-60.127,145.696,21.0,1,6050.72,3.18,91,96,-5,20.9,0.0,0,0.8,1.0,c,3,6.3,t,5.8,s,d,n,sw,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
308,Al-Taymuriyya,32.862,336.152,21.0,1,6051.17,2.86,100,104,-4,15.6,28.0,0,0.9,1.0,c,3,6.2,t,5.3,s,d,n,ssw,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
309,Chapelle,6.431,103.798,20.8,1,6051.86,2.23,97,82,15,17.0,0.0,0,1.0,1.0,c,3,6.9,t,2.9,s,d,n,null,0,p,y,n,n,1,not all orbits,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
31,Dickinson,74.639,177.276,67.7,1,6051.65,2.86,105,102,3,72.6,145.0,0,0.7,1.0,c,4,12.8,t,10.5,s,d,n,ne,0,r,y,m,n,1,null,terraced,single crater,circular,several peaks,dark,no,ridge belt,yes,maybe,no,pristine with ejecta
310,Ariadne,43.938,359.971,20.8,1,6051.5,2.55,108,96,12,17.4,76.0,80,1.0,1.0,c,3,6.1,t,3.0,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
311,d'Este,-34.269,238.945,20.7,1,6051.61,2.86,99,86,13,12.7,0.0,0,0.9,1.0,c,3,6.3,t,4.0,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
312,De Witt,-6.523,275.629,20.7,1,6052.27,2.86,103,96,7,14.7,0.0,110,0.9,1.0,c,3,4.6,t,4.7,s,d,n,wsw,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
313,Moore,-30.349,248.41,20.6,1,6051.36,1.91,110,96,14,17.3,17.9,140,1.0,1.0,c,3,5.5,t,4.6,s,i,n,null,18,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
314,Fernandez,76.246,17.189,20.6,1,6054.41,1.27,88,99,-11,20.8,0.0,0,0.4,1.0,c,0,0.0,t,3.2,s,d,n,e,0,t,y,n,m,1,null,terraced,single crater,circular,flat floor,dark,no,tessera and mountain belts,yes,no,maybe,pristine with ejecta
315,Lida,36.619,273.905,20.5,1,6052.47,0.64,134,98,36,15.1,0.0,55,1.0,1.0,c,3,5.4,t,5.7,s,i,n,null,0,pf,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,null,yes,no,no,pristine with ejecta
316,Polina,42.422,148.18,20.5,1,6051.18,2.86,102,94,8,22.8,0.0,130,1.0,1.0,c,2,0.0,t,4.7,s,d,n,sse,0,p,y,n,n,1,null,terraced,single crater,circular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
317,Boivin,4.29,299.528,20.5,3,6052.13,0.0,136,127,9,11.0,90.5,0,1.0,1.0,i,2,0.0,u,6.5,s,i,n,null,0,p,y,n,n,1,null,unterraced,single crater,irregular,knobby base,intermediate,no,plains,yes,no,no,pristine with ejecta
318,Steinbach,-41.427,256.945,20.4,1,6051.76,1.91,92,94,-2,20.0,0.0,0,1.0,1.0,c,3,5.6,t,3.4,s,d,n,se,0,pf,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,null,yes,no,no,pristine with ejecta
319,Zoya,69.121,236.221,20.4,1,6051.18,1.59,97,96,1,12.3,0.0,0,1.0,1.0,c,3,4.9,t,3.7,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
32,Stuart,-30.781,20.243,66.6,1,6051.73,1.59,123,82,41,83.4,85.0,180,1.0,1.0,c,4,31.5,t,5.0,s,b,y,null,0,p,y,n,n,1,null,terraced,single crater,circular,several peaks,bright,yes,plains,yes,no,no,pristine with ejecta
320,Odilia,81.239,200.263,20.4,1,6051.07,2.86,121,119,2,20.6,0.0,0,0.5,1.0,i,2,0.0,u,0.0,s,i,n,e,0,r,n,y,y,2,null,unterraced,single crater,irregular,knobby base,intermediate,no,ridge belt,no,yes,yes,no ejecta
321,Anaxandra,44.217,162.282,20.2,1,6051.31,1.59,104,112,-8,14.9,0.0,80,1.0,1.0,c,3,6.3,t,3.2,s,d,n,null,0,pf,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,null,yes,no,no,pristine with ejecta
322,crater_at_62.5N_240.2E,62.508,240.243,20.2,3,6051.19,0.0,0,0,0,0.0,0.0,0,0.0,1.0,c,0,0.0,u,0.0,s,d,n,null,0,t,null,y,y,3,null,unterraced,single crater,circular,flat floor,dark,no,tessera and mountain belts,null,yes,yes,highly degraded
323,Valborg,75.517,272.073,20.1,1,6051.65,3.18,92,106,-14,12.4,0.0,0,1.0,1.0,c,3,5.8,t,4.0,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
324,Boyd,-39.367,221.412,20.0,1,6051.52,1.27,96,87,9,21.1,64.4,0,1.0,1.0,i,2,0.0,u,5.1,m,d,n,null,0,p,y,n,n,1,nearby ridges in plains topped by unusual radar bright material,unterraced,multiple floor,irregular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
325,Orlova,56.46,234.955,20.0,1,6051.52,1.59,110,102,8,0.0,0.0,0,0.0,0.0,c,0,0.0,null,0.0,s,i,null,null,0,t,y,null,null,2,not all orbits,null,single crater,circular,null,intermediate,null,tessera and mountain belts,yes,null,null,no ejecta
326,Berta,62.1,322.0,20.0,1,6054.55,3.5,0,0,0,0.0,0.0,0,0.0,0.0,null,0,0.0,null,0.0,s,null,null,null,0,null,null,null,null,0,only ejecta, and not the crater,  was observed,null,single crater,null,null,null,null,null,null,null,null,null
327,Ulrique,75.9,55.591,20.0,1,6051.39,1.59,120,109,11,11.8,0.0,120,1.0,1.0,c,3,4.4,t,3.5,s,i,n,null,0,t,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,tessera and mountain belts,yes,no,no,pristine with ejecta
328,Sveta,82.5,273.205,20.0,1,6051.23,3.82,103,101,2,15.3,0.0,0,0.0,0.0,c,3,0.0,t,4.4,s,d,n,null,0,p,y,n,n,1,digital image (PIDR) not available,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
329,Konopnicka,14.511,166.656,19.9,1,6051.74,2.55,117,103,14,20.5,0.0,60,0.9,1.0,c,3,6.1,t,3.9,s,i,n,sw,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
33,Seymour,18.207,326.461,63.9,1,6050.93,1.91,79,82,-3,79.6,249.3,200,0.9,1.0,c,4,22.6,t,7.2,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,several peaks,dark,no,plains,yes,no,no,pristine with ejecta
330,Evika,-5.064,31.421,19.8,1,6052.2,1.59,98,103,-5,20.8,0.0,110,1.0,1.0,c,3,4.9,t,3.5,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
331,Wanda,71.246,323.161,19.8,1,6055.48,4.14,113,110,3,8.6,0.0,0,0.3,0.7,c,3,6.7,u,3.0,s,i,n,null,0,t,y,m,y,2,null,unterraced,single crater,circular,central peak,intermediate,no,tessera and mountain belts,yes,maybe,yes,no ejecta
332,Avviyar,-18.028,353.683,19.8,2,6051.16,1.91,97,94,3,26.7,58.0,116,0.9,1.0,i,2,0.0,t,0.0,s,i,n,ne,0,p,y,n,n,1,null,terraced,single crater,irregular,knobby base,intermediate,no,plains,yes,no,no,pristine with ejecta
333,Kaikilani,-32.718,163.152,19.6,1,6051.76,2.23,89,92,-3,24.2,0.0,50,0.8,1.0,c,3,6.3,t,3.8,s,d,n,null,11,p,y,n,n,1,2 splotches to sw may also be associated with this crater,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
334,Rowena,10.397,171.386,19.6,1,6051.48,3.82,107,119,-12,13.4,0.0,0,1.0,1.0,c,3,6.1,t,4.0,s,i,n,nw,0,p,y,n,n,2,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,no ejecta
335,Gloria,68.491,94.2,19.6,1,6052.63,2.23,90,86,4,17.0,61.3,0,1.0,1.0,e,3,6.3,t,4.2,s,d,n,null,0,t,y,n,n,1,null,terraced,single crater,null,central peak,dark,no,tessera and mountain belts,yes,no,no,pristine with ejecta
336,Tunde,76.8,192.9,19.6,1,6051.71,3.18,88,89,-1,29.0,48.3,0,0.6,1.0,i,2,0.0,u,0.0,m,d,n,s,0,p,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,dark,no,plains,no,no,no,pristine with ejecta
337,Sarah,-42.419,1.772,19.5,1,6051.4,2.55,96,87,9,23.9,26.0,0,0.7,1.0,c,2,0.0,t,6.5,s,d,n,se,0,pf,y,n,n,1,null,terraced,single crater,circular,knobby base,dark,no,null,yes,no,no,pristine with ejecta
338,Manton,9.327,26.886,19.5,1,6051.68,2.86,120,101,19,17.5,38.3,70,0.9,1.0,c,3,0.0,u,0.0,s,i,n,e,0,p,y,n,n,1,poor data,unterraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
339,Escoda,18.183,149.465,19.5,1,6051.12,2.23,111,110,1,17.0,0.0,0,1.0,1.0,e,2,0.0,t,4.4,s,i,n,null,0,p,y,n,n,1,null,terraced,single crater,null,knobby base,intermediate,no,plains,yes,no,no,pristine with ejecta
34,Dix,-36.975,329.055,63.8,1,6052.25,0.95,107,101,6,68.5,269.3,170,0.9,1.0,c,4,17.4,t,4.6,s,i,n,ese,0,p,y,m,n,1,null,terraced,single crater,circular,several peaks,intermediate,no,plains,yes,maybe,no,pristine with ejecta
340,Jeanne,40.083,331.529,19.5,1,6051.11,1.27,106,109,-3,16.3,39.7,60,0.9,1.0,c,3,3.7,t,3.5,s,d,n,nne,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
341,Wieck,-74.225,244.755,19.4,1,6050.93,2.55,106,100,6,14.7,0.0,0,1.0,1.0,c,3,3.3,t,3.3,s,i,n,null,0,p,y,n,y,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,yes,pristine with ejecta
342,Juanita,-62.752,90.055,19.4,1,6052.36,1.59,89,93,-4,10.4,0.0,0,1.0,1.0,c,3,5.5,t,4.2,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
343,Leila,-44.226,86.786,19.3,1,6051.04,2.23,99,106,-7,12.5,0.0,50,1.0,1.0,c,3,6.1,t,3.8,s,d,n,n,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
344,Zamudio,9.611,189.317,19.3,1,6053.4,2.23,124,124,0,9.3,0.0,0,0.4,1.0,c,0,0.0,u,0.0,s,d,n,null,0,v,null,y,y,3,null,unterraced,single crater,circular,flat floor,dark,no,volcano,null,yes,yes,highly degraded
345,Carter,5.349,67.382,19.3,2,6054.13,2.23,140,125,15,15.0,0.0,55,0.4,0.5,c,2,0.0,u,0.0,s,b,n,null,0,t,n,m,n,2,null,unterraced,single crater,circular,knobby base,bright,no,tessera and mountain belts,no,maybe,no,no ejecta
346,Giliani,-72.907,142.131,19.2,1,0.0,1.27,102,97,5,19.9,0.0,150,1.0,1.0,c,3,5.1,t,2.4,s,i,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
347,Romola,9.303,54.252,19.1,1,6051.97,1.91,104,110,-6,0.0,0.0,0,0.0,1.0,i,3,0.0,t,0.0,s,i,n,null,0,p,n,y,n,2,not all orbits,terraced,single crater,irregular,central peak,intermediate,no,plains,no,yes,no,no ejecta
348,Hannah,17.899,102.63,19.1,1,6051.54,2.55,110,90,20,29.4,0.0,0,0.8,1.0,c,3,7.5,t,4.9,s,d,n,sse,15,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
349,Gentileschi,45.22,260.64,19.1,1,6050.95,1.91,105,106,-1,17.6,0.0,80,0.9,1.0,c,3,6.0,t,3.9,s,i,n,sw,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
35,Yablochkina,48.271,195.295,63.8,1,6051.74,2.23,93,105,-12,42.4,63.6,160,1.0,1.0,c,4,26.5,t,10.1,s,i,y,null,0,p,y,n,n,1,null,terraced,single crater,circular,several peaks,intermediate,yes,plains,yes,no,no,pristine with ejecta
350,Comnena,1.173,343.734,19.0,1,6051.07,1.27,103,98,5,12.1,29.0,80,1.0,1.0,c,3,7.7,t,2.1,s,d,y,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,yes,plains,yes,no,no,pristine with ejecta
351,du Chatelet,21.5,165.0,19.0,1,6051.73,1.91,0,0,0,20.0,0.0,60,1.0,1.0,c,0,0.0,t,0.0,s,null,y,null,0,p,null,null,n,1,not all orbits,terraced,single crater,circular,null,null,yes,plains,null,null,no,pristine with ejecta
352,Gilmore ,-6.685,132.74,19.0,2,6055.25,1.59,146,144,2,9.1,0.0,0,0.2,1.0,c,0,0.0,t,4.5,s,i,n,null,0,t,n,m,y,3,null,terraced,single crater,circular,flat floor,intermediate,no,tessera and mountain belts,no,maybe,yes,highly degraded
353,Muriel,-41.711,12.347,18.8,1,6052.11,2.86,113,86,27,32.9,0.0,0,0.6,0.8,i,2,0.0,u,0.0,m,i,n,e,0,p,n,n,n,1,null,unterraced,multiple floor,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
354,Nadine,7.781,359.105,18.8,1,6051.04,2.86,138,106,32,17.5,79.0,90,0.9,1.0,c,2,0.0,u,0.0,s,b,n,wsw,0,p,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,plains,no,no,no,pristine with ejecta
355,Riley,14.054,72.475,18.8,1,6051.91,2.86,111,76,35,26.2,0.0,80,1.0,1.0,c,3,4.3,t,5.2,s,i,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
356,Sandel,-45.68,211.606,18.7,1,6052.43,0.64,106,89,17,23.4,23.0,0,0.7,1.0,c,3,4.2,t,0.0,s,i,n,w,0,v,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,volcano,yes,no,no,pristine with ejecta
357,Cohn,-33.241,208.151,18.7,1,6051.48,1.27,124,95,29,12.4,0.0,50,0.9,1.0,c,3,3.9,t,3.9,s,b,y,w,0,p,n,n,n,1,null,terraced,single crater,circular,central peak,bright,yes,plains,no,no,no,pristine with ejecta
358,Yale,-13.42,271.202,18.7,1,6052.31,3.18,107,97,10,12.1,0.0,0,1.0,1.0,c,3,4.3,t,3.2,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
359,Taira,-1.544,296.85,18.7,1,6052.72,2.23,134,108,26,9.5,0.0,0,1.0,1.0,c,3,4.3,t,3.7,s,i,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
36,Alcott,-59.502,354.404,62.7,1,6052.41,0.64,115,112,3,39.2,0.0,0,0.4,0.7,c,0,0.0,null,0.0,s,i,n,null,0,v,null,y,n,1,flooded by volcano,null,single crater,circular,flat floor,intermediate,no,volcano,null,yes,no,pristine with ejecta
360,Budevska,0.545,143.172,18.7,1,6052.22,2.55,134,105,29,12.6,0.0,70,0.9,1.0,c,3,4.7,t,3.9,s,i,y,sw,17,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,yes,plains,yes,no,no,pristine with ejecta
361,Asmik,3.94,166.442,18.6,1,6051.57,3.5,123,125,-2,12.7,14.6,130,0.6,1.0,c,3,4.8,t,4.1,s,i,n,null,0,pf,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,null,yes,no,no,pristine with ejecta
362,Abigail,-52.134,111.238,18.5,1,6050.84,1.59,97,96,1,10.0,0.0,0,1.0,1.0,c,3,7.1,t,4.3,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
363,Virve,-5.067,346.893,18.5,1,6051.15,1.59,101,93,8,9.6,0.0,75,1.0,1.0,c,3,4.0,t,3.8,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
364,Shakira,3.052,213.636,18.5,1,6051.95,1.27,156,131,25,13.9,0.0,100,1.0,1.0,i,2,0.0,u,0.0,s,b,n,null,0,pf,n,n,n,1,null,unterraced,single crater,irregular,knobby base,bright,no,null,no,no,no,pristine with ejecta
365,Corinna,22.856,40.596,18.5,1,6051.54,1.91,98,67,31,10.2,0.0,0,1.0,1.0,c,3,4.8,t,2.9,s,i,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
366,Aethelflaed,-18.208,196.58,18.4,1,6052.18,2.55,92,90,2,13.0,0.0,0,0.5,1.0,c,2,0.0,t,4.6,s,d,n,null,0,c,y,m,n,1,superposed on corona rim,terraced,single crater,circular,knobby base,dark,no,coronae,yes,maybe,no,pristine with ejecta
367,MacDonald,30.003,120.722,18.4,1,6051.7,1.59,111,88,23,30.2,0.0,90,0.9,1.0,i,2,0.0,t,4.8,s,i,n,e,0,t,y,n,n,1,null,terraced,single crater,irregular,knobby base,intermediate,no,tessera and mountain belts,yes,no,no,pristine with ejecta
368,Laura,48.9,141.2,18.4,1,6051.46,3.82,105,103,2,25.9,0.0,0,1.0,1.0,c,3,5.1,t,0.0,s,i,n,wsw,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
369,crater_at_73.0S_145.0E,-73.048,144.96,18.4,3,0.0,0.0,97,97,0,0.0,0.0,0,0.0,0.7,c,3,3.1,u,0.0,s,d,n,null,0,p,null,y,n,3,null,unterraced,single crater,circular,central peak,dark,no,plains,null,yes,no,highly degraded
37,Aglaonice,-26.484,339.928,62.7,1,6051.61,2.86,73,83,-10,43.0,180.0,0,1.0,1.0,c,4,16.1,t,3.5,s,d,n,n,0,p,y,n,n,1,null,terraced,single crater,circular,several peaks,dark,no,plains,yes,no,no,pristine with ejecta
370,Evelyn,-61.052,212.304,18.3,1,6050.97,3.18,91,95,-4,0.0,0.0,0,0.0,1.0,c,3,4.2,t,3.4,s,d,n,null,19,p,y,n,n,1,no ejecta that can be distinguished from companion, may predate it,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
371,Ma Shouzhen,-35.666,92.537,18.3,1,6051.8,1.59,89,84,5,11.2,0.0,40,1.0,1.0,c,3,4.2,t,4.1,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
372,Delilah,-57.901,250.185,18.2,1,6051.18,2.23,103,98,5,19.1,0.0,0,0.9,0.9,c,3,4.7,t,4.0,s,i,n,e,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
373,Noreen,33.562,22.696,18.2,1,6051.94,3.5,136,105,31,15.2,0.0,60,1.0,1.0,c,3,4.8,t,0.0,s,b,m,null,0,pf,n,n,n,1,null,terraced,single crater,circular,central peak,bright,maybe,null,no,no,no,pristine with ejecta
374,Montez,17.858,266.545,18.2,2,6052.84,0.95,107,106,1,18.6,51.2,0,1.0,1.0,c,3,5.6,u,0.0,s,d,n,null,0,p,y,n,n,1,null,unterraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
375,Virginia,-52.879,185.939,18.1,1,6050.94,3.5,89,85,4,17.4,0.0,0,1.0,1.0,c,3,6.5,t,0.0,s,i,n,null,0,p,n,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,no,no,no,pristine with ejecta
376,Grace,-13.833,268.894,18.0,1,6051.88,2.23,107,98,9,23.6,52.8,0,1.0,1.0,i,2,0.0,u,0.0,s,d,n,null,0,p,y,n,n,1,not all orbits,unterraced,single crater,irregular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
377,Tatyana,85.4,212.4,18.0,1,6050.53,3.82,0,0,0,0.0,0.0,0,0.0,0.0,null,0,0.0,null,0.0,s,null,null,null,0,null,null,null,null,0,digital image (PIDR) not available,null,single crater,null,null,null,null,null,null,null,null,null
378,Gregory,7.182,95.856,18.0,2,6053.17,3.18,135,109,26,15.2,48.0,0,1.0,1.0,i,2,0.0,u,6.2,s,i,n,null,0,pf,y,n,n,1,scalloped rim,unterraced,single crater,irregular,knobby base,intermediate,no,null,yes,no,no,pristine with ejecta
379,Ruth,43.281,19.859,17.9,1,6051.63,2.55,117,106,11,12.9,0.0,67,1.0,1.0,c,2,0.0,t,4.0,s,b,n,n,0,pf,n,n,n,1,null,terraced,single crater,circular,knobby base,bright,no,null,no,no,no,pristine with ejecta
38,Hepworth,5.125,94.678,62.5,1,6054.16,3.5,127,105,22,73.5,0.0,0,0.5,0.8,c,5,42.9,t,2.7,s,i,n,null,0,t,y,n,y,2,null,terraced,single crater,circular,peak rings,intermediate,no,tessera and mountain belts,yes,no,yes,no ejecta
380,Veronica,-38.067,124.626,17.9,2,6052.4,1.27,109,108,1,26.3,0.0,0,0.5,1.0,i,2,0.0,u,0.0,s,d,n,null,0,pf,y,n,y,2,null,unterraced,single crater,irregular,knobby base,dark,no,null,yes,no,yes,no ejecta
381,Chloe,-7.362,98.583,17.8,1,6055.93,2.23,151,152,-1,8.3,0.0,0,0.6,1.0,c,3,3.5,t,4.8,s,i,n,null,0,t,y,n,n,2,null,terraced,single crater,circular,central peak,intermediate,no,tessera and mountain belts,yes,no,no,no ejecta
382,Estelle,1.102,93.745,17.8,1,6055.06,3.5,143,145,-2,9.0,0.0,0,0.2,1.0,c,3,3.5,t,3.4,s,i,n,null,0,t,y,y,n,2,null,terraced,single crater,circular,central peak,intermediate,no,tessera and mountain belts,yes,yes,no,no ejecta
383,Anya,39.533,297.838,17.7,1,6051.2,3.5,134,120,14,12.2,0.0,70,0.9,1.0,c,2,0.0,t,3.9,s,b,n,nnw,0,p,y,n,n,1,null,terraced,single crater,circular,knobby base,bright,no,plains,yes,no,no,pristine with ejecta
384,Dinah,-62.86,37.091,17.6,1,6051.87,1.91,95,95,0,14.7,0.0,0,1.0,1.0,i,0,0.0,u,0.0,s,d,n,null,0,ri,n,m,y,2,null,unterraced,single crater,irregular,flat floor,dark,no,rift,no,maybe,yes,no ejecta
385,Sophia,-28.638,18.794,17.6,1,6051.77,1.27,94,87,7,14.5,0.0,0,1.0,1.0,c,3,5.4,t,4.2,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
386,Gabriela,-17.811,240.356,17.6,1,6052.1,1.91,123,113,10,18.5,0.0,0,0.8,1.0,c,2,0.0,u,0.0,s,b,n,ne,0,pf,n,n,n,1,null,unterraced,single crater,circular,knobby base,bright,no,null,no,no,no,pristine with ejecta
